sequence_id,NC_007984,NC_015722,NC_011138,NC_015859,NC_013943,NC_009767,NC_008709,NC_015656,NC_009511,NC_011126
0,109.1867,104.8479,101.4496,83.6012,104.3365,91.4137,101.0703,82.5927,85.0789,112.9887
1,108.9603,103.2719,98.4193,87.7664,93.9496,87.3044,98.6152,85.8736,90.1319,106.0491
2,106.5692,100.9356,96.9494,81.0349,96.9798,91.3775,98.9322,84.1022,82.4999,104.3529
3,113.5832,107.1851,97.7509,81.5263,105.7327,91.3160,101.9701,79.7740,80.1277,120.2086
4,110.2662,103.6397,100.8258,80.8820,103.8232,87.3339,99.5796,79.1139,82.9337,116.1729
5,118.9035,109.4870,101.3436,82.0019,101.5873,93.4872,101.7823,77.0976,81.7138,115.5943
6,113.8176,105.2328,96.6214,78.8578,106.5698,85.8204,98.1103,79.3013,80.2416,122.0408
7,109.9106,103.1166,97.7668,86.0147,103.9064,89.7248,98.9342,82.1118,82.8260,119.2080
8,111.7258,109.0189,98.4095,78.9192,104.7190,87.6118,99.7904,76.9129,78.6277,112.2626
9,109.8755,101.7769,96.0265,84.0080,99.9895,88.4663,97.1502,84.1614,83.4234,120.8087
10,104.7792,103.5941,97.4593,85.8082,100.1810,88.6342,97.6548,84.1468,85.6452,109.8487
11,110.2760,104.3978,96.7943,83.3571,100.6965,89.5060,97.9350,81.0481,80.5564,109.8944
12,114.1859,106.2631,97.5263,77.9775,100.7915,87.3017,98.3097,73.8150,77.3146,116.9523
13,102.3119,100.5652,94.5419,88.4659,93.2765,89.6219,95.9076,86.4482,88.4898,106.6072
14,106.9724,104.9898,101.6537,86.9964,102.3531,96.0838,100.1750,86.5383,90.0905,111.3271
15,106.6444,103.9652,99.3132,80.8051,99.2348,89.8433,99.4948,82.7438,83.6862,111.5068
16,113.3076,105.4202,97.3309,82.0749,101.7267,87.5722,100.2610,79.9495,83.4736,114.8035
17,111.5054,107.6605,99.7356,80.5016,105.5976,90.3691,101.5529,80.8840,81.4396,115.4734
18,105.2734,105.6746,96.3715,80.5334,95.4892,82.6272,97.6138,80.1370,82.8613,114.8336
19,108.7076,102.7035,99.7999,86.6457,99.4980,90.4045,99.1597,83.4899,88.9698,112.3107
20,112.6932,107.1479,96.8275,81.9804,102.2032,89.4046,99.9266,79.2948,83.2272,113.8692
21,112.7133,101.5299,98.3465,83.6917,98.3643,87.8494,99.0450,83.0453,85.4522,110.5185
