sequence_id,NC_007984,NC_015722,NC_011138,NC_015859,NC_013943,NC_009767,NC_008709,NC_015656,NC_009511,NC_011126
0,445.6585,305.4768,99.3986,76.9630,189.9564,81.8827,122.3543,76.3633,87.6501,375.5616
1,320.2678,244.9285,97.2218,95.2199,92.1656,86.2764,89.0055,83.1374,104.5094,268.9192
2,377.2368,267.4588,94.1420,78.0653,96.5776,88.9237,108.4578,77.7498,77.9025,291.1088
3,493.0895,264.8806,101.6488,78.9702,196.7911,98.0880,143.3170,74.6295,74.2757,416.9368
4,475.2098,325.0788,123.0932,78.4523,139.6192,81.3063,101.9025,74.6829,81.3527,410.5585
5,581.7918,390.0412,106.0585,81.5433,152.7865,92.4996,103.0016,74.3963,81.7273,402.8772
6,465.3668,238.1654,103.9946,74.7952,176.9231,80.0394,110.1243,75.0459,74.8081,405.7443
7,525.0233,250.4313,95.8809,93.4915,183.1761,87.6086,99.3630,78.2880,95.0017,420.9965
8,454.7534,324.4603,99.2992,74.1249,206.4620,82.8363,96.1819,71.7799,76.4807,425.9606
9,414.3121,271.5667,93.2217,80.4951,139.7828,85.3021,99.6256,80.5865,79.6271,463.8274
10,395.9236,318.6064,96.9612,81.2894,155.8640,84.0802,94.6481,76.4578,78.7637,368.8431
11,436.6465,217.9995,93.7650,82.5958,171.7817,93.8832,101.5229,76.3022,82.2003,396.8763
12,445.9029,337.6739,95.0938,75.0467,140.6847,85.7899,96.4608,69.3875,72.7330,348.9814
13,365.6321,239.9623,96.5779,82.5701,90.4897,84.9222,102.7243,82.9077,86.1864,208.7358
14,480.4053,240.6249,124.5112,119.2979,132.0312,115.6427,101.3825,80.2600,104.3608,315.2033
15,381.0077,312.7701,93.4125,77.2643,137.3618,88.1915,117.6466,79.0621,78.8455,402.5822
16,509.5548,331.4688,102.4217,81.1683,138.4385,81.3262,110.1158,77.8750,82.1323,420.9901
17,441.1370,284.8117,109.4114,74.9769,187.8959,87.2033,107.7002,73.8982,76.1086,361.1963
18,358.3526,275.5605,93.7163,77.8262,92.1617,79.5570,95.3624,72.8803,76.1528,453.4338
19,411.2602,321.4298,105.2990,82.5165,153.9395,88.9275,96.4420,77.6107,94.2867,359.3380
20,522.8426,309.7813,93.0253,85.1557,144.9527,86.3675,104.0403,77.3294,83.3817,408.8977
21,417.3105,266.2761,95.1571,75.5613,137.3219,84.7861,101.4812,76.5472,83.7669,293.8789
22,506.1489,327.9884,97.2754,82.2226,145.6237,89.8474,97.4474,76.8281,83.6857,376.8874
23,423.7600,279.8125,103.7741,81.1965,114.2404,96.1950,98.2989,50.4632,98.2659,370.4288
24,451.7043,250.3165,99.0983,79.5064,90.0122,84.2998,99.6348,68.1540,82.1982,322.3044
25,507.1250,316.2104,92.9406,79.3268,155.7135,82.8799,96.0841,80.2660,82.0962,443.1264
26,451.9060,251.1744,101.6841,78.5180,139.4057,84.6902,94.5965,73.9058,77.8926,352.0545
27,396.2656,333.1302,102.6045,84.9081,181.7240,85.7624,100.2685,75.4212,81.5454,368.7748
28,415.0556,333.9187,113.5040,78.3386,158.8984,87.6912,116.0292,79.2677,82.6753,410.9184
29,265.8256,252.1813,93.2914,79.2207,195.4680,89.9712,102.1667,74.5394,88.2117,321.1048
30,325.0736,278.6954,94.2530,147.2152,112.2085,83.1491,95.2397,83.9427,119.4287,302.2034
31,441.8719,282.5466,103.2281,93.7949,117.4921,98.9143,101.4589,82.1306,97.9031,311.1698
32,520.0656,316.1990,109.7779,78.1323,199.8829,96.3601,97.4624,78.1757,130.4685,469.5967
33,433.8880,351.2801,97.4102,70.5715,129.2568,82.8759,117.2654,69.5479,71.4185,521.1797
34,386.4428,352.9936,101.3048,76.5833,159.1600,83.6330,138.4814,76.6104,77.6236,391.5809
35,520.6091,316.7642,106.6459,78.7671,194.4778,98.6497,108.6113,77.3739,83.5831,443.3276
36,330.4121,289.6231,97.7382,97.1862,146.3947,114.0532,104.6481,66.1219,96.2339,374.8782
37,401.7294,288.7980,97.5273,117.7749,125.5845,95.7152,109.0241,85.1965,104.8736,306.7537
38,442.5011,249.8917,110.7439,79.9390,140.7324,88.7718,118.1011,77.4995,82.9448,377.2618
39,437.1671,299.0425,95.3124,83.0207,110.8059,87.1020,105.0226,81.0063,91.6271,290.2130
40,354.9964,308.4984,142.8544,93.2574,141.8478,90.9464,116.1990,81.5295,84.9274,388.4750
41,466.1222,296.6787,108.7021,79.3302,198.1506,125.9600,96.7471,77.2460,82.7014,283.7937
42,438.3515,347.2752,97.7292,82.4003,158.5902,95.3216,124.5899,78.7083,80.0187,430.0692
43,350.8147,260.4607,118.9142,81.1676,150.1658,89.3905,103.1729,78.4366,84.4005,334.2396
44,354.2233,205.7141,94.8482,84.4458,104.8242,86.4269,100.9518,78.6894,76.2061,414.5198
45,514.4066,389.0157,122.8258,82.7043,116.4373,84.5192,99.1104,79.9110,82.3618,331.2148
46,336.4010,206.6636,115.2855,139.2814,107.2566,104.6917,107.9628,87.4884,116.5307,266.7997
47,298.4050,254.2946,90.8528,87.4344,118.3170,79.6937,95.8670,79.5470,109.1909,233.8282
48,380.4710,312.0237,93.3461,122.8310,133.8678,79.4841,101.4281,80.0237,88.6222,374.2177
49,459.8919,238.6162,115.9850,76.1573,103.6974,84.6467,103.6338,76.2749,83.7402,337.0820
50,478.2055,338.2439,118.6290,84.6361,230.1750,94.1400,126.9015,81.5412,95.8750,392.4840
51,442.3555,242.3797,90.4369,78.4154,154.8346,86.2003,123.7561,78.2081,75.3668,351.2933
52,528.2840,373.9457,129.2555,78.2428,180.2399,100.7015,120.8819,77.8680,91.5349,450.0000
53,507.3902,336.4684,113.2592,74.4218,135.1375,88.8273,102.6979,71.7295,74.9593,339.2954
54,381.3315,239.6689,93.2381,86.7868,130.7786,102.9631,100.2482,86.4171,119.2052,367.1957
55,407.3929,366.1981,118.2543,83.5022,134.6268,115.7973,123.4486,81.7282,85.4815,440.7684
56,200.9458,241.3415,87.5497,195.4943,182.6824,132.7800,96.3555,84.2386,200.2311,292.1498
57,371.1685,354.1374,109.4778,84.2389,167.2690,113.6814,103.7305,79.1195,109.6768,345.4336
58,493.0658,347.4871,105.9871,78.1482,164.7932,87.7813,100.8069,77.3339,79.0736,467.5344
59,331.5882,274.9324,93.2588,83.8722,101.0551,82.6726,111.2936,83.2783,82.9242,395.2819
60,287.9339,248.8349,91.1594,82.5835,103.3205,88.5193,93.3529,78.9219,85.0199,233.4004
61,441.5295,341.7171,110.1706,78.8299,105.7623,93.3791,108.6699,77.1547,78.8220,381.0488
62,326.3181,254.3215,93.3105,88.4509,111.3321,89.4144,117.0012,79.2389,128.6078,341.6799
63,441.8045,407.6189,93.5734,92.9097,131.1159,81.8064,99.0188,56.3501,90.4585,384.7913
64,393.4706,245.9887,120.8905,147.5086,113.0178,113.5907,98.4919,80.1909,115.0789,178.6082
65,263.1626,181.4159,90.7319,145.0318,89.4465,91.5584,91.4803,60.6225,115.9811,339.2873
66,451.6920,256.4665,103.4917,84.8825,123.9115,93.2853,92.7368,81.7277,83.6949,281.0631
67,344.3744,352.4594,93.4837,82.6730,124.4203,79.0235,98.0897,80.1870,82.6844,373.1265
68,417.3436,230.3188,92.3754,94.2159,186.3497,88.9906,94.0815,76.2454,81.1124,362.9904
69,393.7474,293.7316,92.4777,82.9141,145.7698,89.6867,106.1016,82.5592,83.5294,305.4969
70,320.2746,231.4827,110.5812,96.0200,99.8286,86.2949,113.2535,83.9006,108.0808,246.9484
71,573.5835,380.3145,99.1495,86.4476,136.1414,87.1575,109.0994,79.0956,83.5322,500.7196
72,466.7165,298.3314,89.9472,79.2734,166.0588,89.3898,96.2169,71.0709,74.1647,448.6618
73,442.6369,340.8050,101.3073,87.3163,152.5825,87.2913,92.2648,76.0436,79.9496,387.9759
74,390.7352,230.7689,115.7137,83.4776,129.8837,89.5239,113.1074,81.2754,103.8302,308.2409
75,423.8108,371.4584,99.9745,77.2836,220.2916,89.6246,109.9366,73.8350,92.2533,464.8937
76,530.0938,232.1251,90.3124,77.5359,124.9564,85.5704,97.9590,60.0825,76.3746,276.3188
77,439.3445,252.2357,96.5205,91.8780,183.6496,83.8733,95.3880,76.9180,112.4468,342.7519
78,481.5366,315.4088,96.3578,83.1363,205.6232,93.1785,102.7821,79.6456,83.8037,420.9254
79,431.2118,295.6917,121.8043,81.2751,118.7139,86.6795,101.9900,81.2359,83.3604,336.6936
80,415.7400,190.2795,105.0137,91.8734,86.1037,82.1013,93.3307,83.3090,95.6111,272.8907
81,407.0713,291.6856,92.9973,86.1343,144.5357,92.2280,93.5162,79.1408,122.6967,347.1985
82,445.1213,304.0198,110.9718,76.7039,148.5573,80.5458,117.8333,74.0925,77.7821,439.0767
83,264.1020,218.6499,91.3179,196.0139,118.4650,92.5602,88.6849,86.9208,155.2531,219.9046
84,489.3643,336.2037,126.4044,98.3882,152.6493,96.0170,128.5498,84.1707,99.2642,358.2332
85,477.4482,311.8098,93.3054,78.3653,170.2133,98.1126,118.0370,75.5081,79.0187,422.9718
86,450.0236,269.1228,95.8852,86.2976,150.4319,90.6377,97.5133,83.3701,92.4408,422.0888
87,493.2073,311.1401,110.8412,84.3169,199.2403,118.4938,122.5899,74.4430,86.5433,452.3384
88,466.5780,296.7184,113.9632,77.8088,112.3731,83.2706,108.2738,74.9441,81.4517,333.1925
89,339.9720,221.9953,95.2035,78.6828,116.6400,87.7917,102.8829,73.8461,79.5572,297.3911
90,379.6069,339.3890,95.6017,79.5237,132.5221,81.2008,103.4775,74.7713,82.5508,372.8022
91,324.9187,158.2556,90.4319,167.1245,155.6171,101.2085,99.2241,90.1893,195.6376,197.7054
92,367.7958,256.3766,89.8419,91.1838,138.9311,94.8582,105.5501,65.1341,108.6466,368.8899
93,388.2880,300.8982,93.2790,76.4762,92.6544,96.7877,104.4277,75.1163,80.0607,291.6842
94,410.6383,242.7740,90.7980,73.0456,128.7415,77.1391,104.1406,69.7263,67.7702,402.4212
95,351.4473,332.3087,95.0510,80.7360,139.9485,84.7879,108.7546,80.0296,101.7489,462.8433
96,490.6246,260.0435,107.2860,128.7234,185.1670,90.5405,103.0943,82.1315,84.8410,357.9042
97,397.2909,329.0366,90.2362,75.1542,116.6059,82.2088,95.6363,73.0414,79.6960,399.3274
98,400.2406,263.4155,96.6733,82.6248,145.8153,93.1097,114.2159,78.0602,91.6414,328.2477
