sequence_id,NC_007984,NC_015722,NC_011138,NC_015859,NC_013943,NC_009767,NC_008709,NC_015656,NC_009511,NC_011126
0,240.1785,126.7225,98.7492,80.1256,119.5137,88.5651,100.6210,79.0864,83.4959,167.2052
1,169.9516,108.0911,97.6765,84.1498,91.5628,87.1714,92.5230,83.4278,88.9908,160.0763
2,145.1834,104.6858,94.8801,79.1707,96.3998,91.1400,96.9429,80.9680,78.6667,132.6666
3,283.2210,130.7368,94.9532,78.1009,122.3472,90.9702,101.6975,76.0658,75.6815,237.3625
4,214.9419,144.4053,99.3559,77.3863,99.0306,85.2658,95.3400,75.5311,80.6694,235.5748
5,381.1899,171.0506,99.8189,80.1881,102.2761,95.5426,100.2244,75.3015,79.8690,186.2494
6,266.9255,119.6143,92.1802,75.5293,113.5576,80.3168,97.8171,74.9366,76.8442,257.0717
7,286.7343,103.5800,96.2992,85.0838,111.0910,88.6989,98.5606,81.0391,86.5527,233.4278
8,223.9820,155.9845,93.7373,75.2921,123.2620,83.7974,96.5857,73.6180,76.1664,207.7365
9,164.2309,122.3080,90.4453,80.0004,98.7287,85.2074,96.4439,81.4908,80.0302,246.5360
10,172.6490,123.3693,93.2446,80.3303,97.8604,85.1109,94.8636,79.4065,83.5194,194.7047
11,228.2220,108.7197,95.2114,82.0987,123.3500,86.9405,100.1014,78.9613,81.1699,225.8771
12,231.3776,160.8242,94.1802,74.4801,101.7910,85.1439,93.9035,70.1659,73.4876,206.0603
13,179.4196,99.7703,93.3018,81.7769,88.2648,86.7790,93.5680,83.6346,85.2703,120.5751
14,272.0720,136.5259,100.7921,96.8647,101.3350,94.2065,97.6285,85.2554,97.7756,142.5084
15,181.3189,137.5692,96.5885,79.2060,98.8144,87.8420,95.6562,79.9370,81.5611,206.4832
16,325.4281,150.9851,94.5230,80.2663,105.2535,83.1249,98.7449,77.1503,80.8925,189.5567
17,235.6316,119.6490,95.5259,75.0561,110.1583,85.7808,97.6009,75.5849,76.3784,210.8561
18,138.4735,118.2241,91.5622,76.5311,93.5919,79.0266,94.9934,75.2039,76.7419,210.2918
19,203.0161,183.1276,97.5113,83.5986,100.1501,88.4475,96.1771,79.8362,85.2037,190.5387
20,222.5749,126.2998,93.7054,81.9382,110.5733,87.8693,96.9152,78.8301,83.0799,166.5764
21,239.9099,109.9383,96.3591,77.7510,97.6242,85.1090,97.4301,79.3767,80.4627,188.8957
22,261.2015,105.4477,90.9617,82.0044,109.7331,91.9174,96.0622,77.0950,84.7247,186.0203
23,189.6354,113.0965,94.7801,86.2177,99.2468,94.7857,96.1245,68.7177,90.5811,218.3077
24,311.8516,105.5791,94.1219,80.4193,87.9009,85.7114,97.0302,76.7945,83.0728,145.7933
25,266.4811,129.0967,92.5856,79.6264,96.5273,84.3363,95.7338,79.6133,79.8249,241.3195
26,238.9068,102.8420,94.9301,79.5033,103.7994,86.9670,95.5545,76.8000,78.9971,192.8660
27,239.7343,190.0005,98.2189,84.4607,114.4492,87.4247,97.0673,76.6743,81.9346,208.4030
28,188.0513,141.5912,98.8754,78.1768,98.2561,87.4159,100.1768,79.1033,82.5040,195.5477
29,121.0875,127.5690,92.1808,78.4947,142.8976,90.1704,96.0345,76.6678,82.0319,147.7432
30,162.8686,163.1561,91.3706,101.3373,96.6666,84.8225,93.3720,91.6584,100.8017,199.3248
31,171.3493,111.8115,95.3351,88.1643,100.4499,93.3807,94.4157,86.0709,90.6968,151.6617
32,300.5271,131.8858,97.8082,78.3245,144.1792,92.8110,100.6974,79.3799,88.1046,274.9591
33,234.7285,137.4523,96.0010,71.8292,98.6510,84.0829,100.0501,70.0235,71.9172,306.3323
34,188.7123,141.9986,102.5318,75.1905,110.1610,84.2083,98.8042,75.7792,76.6372,248.5624
35,330.8436,158.6716,98.6627,81.0686,118.7610,96.6390,98.1170,77.5977,83.8755,242.5872
36,139.4205,146.3997,92.9512,89.2405,108.2646,97.6543,95.6957,80.8096,92.3181,196.5039
37,182.9540,136.7939,97.4775,98.7014,99.5515,96.4801,98.9254,89.8193,91.1887,141.8302
38,303.2919,132.3031,97.8412,81.1615,100.2060,91.8913,101.7543,78.0061,82.8254,222.4826
39,245.9451,125.2791,94.2830,83.6243,97.6733,89.8480,96.1938,83.1133,87.7760,163.5179
40,166.3268,131.0763,102.3364,84.9913,100.8241,92.0269,102.4422,82.9924,82.8147,208.4909
41,242.1844,129.8956,100.7209,80.3885,104.9575,103.1711,96.8607,77.8805,83.0234,152.3623
